Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class
GBCH,WISDOMTREE LONG CHF SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBCH.L,Alternatives
CHGB,WISDOMTREE SHORT CHF LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,CHGB.L,Alternatives
GBUR,WISDOMTREE LONG EUR SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBUR.L,Alternatives
URGB,WISDOMTREE SHORT EUR LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,URGB.L,Alternatives
GBJP,WISDOMTREE LONG JPY SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBJP.L,Alternatives
JPGB,WISDOMTREE SHORT JPY LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,JPGB.L,Alternatives
GBUS,WISDOMTREE LONG USD SHORT GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,GBUS.L,Alternatives
USGB,WISDOMTREE SHORT USD LONG GBP,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USGB.L,Alternatives
XGLD,XTRACKERS PHYSICAL GOLD ETC,DB ETC PLC,SP,XGLD.L,Alternatives
XSIL,XTRACKERS PHYSICAL SILVER ETC,DB ETC PLC,SP,XSIL.L,Alternatives
XCT9,XTRACKERS WTI CRUDE OIL OPTIMUM YIELD ET,DB ETC INDEX PLC,SP,XCT9.L,Alternatives
XPAL,XTRACKERS PHYSICAL PALLADIUM ETC,DB ETC PLC,SP,XPAL.L,Alternatives
XPLA,XTRACKERS PHYSICAL PLATINUM ETC,DB ETC PLC,SP,XPLA.L,Alternatives
LGB3,WISDOMTREE LONG GBP SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LGB3.L,Alternatives
LJP3,WISDOMTREE LONG JPY SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LJP3.L,Alternatives
LEU3,WISDOMTREE LONG EUR SHORT USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LEU3.L,Alternatives
SGB3,WISDOMTREE SHORT GBP LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SGB3.L,Alternatives
SJP3,WISDOMTREE SHORT JPY LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SJP3.L,Alternatives
SEU3,WISDOMTREE SHORT EUR LONG USD 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SEU3.L,Alternatives
USP3,WISDOMTREE LONG USD SHORT GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USP3.L,Alternatives
EUP3,WISDOMTREE LONG EUR SHORT GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,EUP3.L,Alternatives
PUS3,WISDOMTREE SHORT USD LONG GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,PUS3.L,Alternatives
SUP3,WISDOMTREE SHORT EUR LONG GBP 3X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SUP3.L,Alternatives
XGLS,XTRACKERS PHYSICAL GOLD GBP HEDGED ETC,DB ETC PLC,SP,XGLS.L,Alternatives
XRH0,XTRACKERS PHYSICAL RHODIUM ETC,DB ETC PLC,SP,XRH0.L,Alternatives
PIMT,WISDOMTREE INDUSTRIAL METALS-£ DAILY HGD,WISDOMTREE HDG COMMODITY SEC LD,SP,PIMT.L,Alternatives
PCRD,WISDOMTREE WTI CRUDE OIL - GBP DAILY HED,WISDOMTREE HDG COMMODITY SEC LD,SP,PCRD.L,Alternatives
PBRT,WISDOMTREE BRENT CRUDE OIL - £ DAILY HGD,WISDOMTREE HDG COMMODITY SEC LD,SP,PBRT.L,Alternatives
1PAS,WISDOMTREE PALLADIUM 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,1PAS.L,Alternatives
WTID,WISDOMTREE WTI CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,WTID.L,Alternatives
BRND,WISDOMTREE BRENT CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,BRND.L,Alternatives
3CFL,WISDOMTREE COFFEE 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3CFL.L,Alternatives
3NIS,WISDOMTREE NICKEL 3X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,3NIS.L,Alternatives
3NIL,WISDOMTREE NICKEL 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3NIL.L,Alternatives
3SUL,WISDOMTREE SUGAR 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3SUL.L,Alternatives
3WHL,WISDOMTREE WHEAT 3X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,3WHL.L,Alternatives
SUD5,WISDOMTREE LONG EUR SHORT USD 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SUD5.L,Alternatives
LUD5,WISDOMTREE SHORT EUR LONG USD 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LUD5.L,Alternatives
EUP5,WISDOMTREE LONG EUR SHORT GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,EUP5.L,Alternatives
SUP5,WISDOMTREE SHORT EUR LONG GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,SUP5.L,Alternatives
USP5,WISDOMTREE LONG USD SHORT GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,USP5.L,Alternatives
PUS5,WISDOMTREE SHORT USD LONG GBP 5X DAILY,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,PUS5.L,Alternatives
LWEA,WISDOMTREE WHEAT 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LWEA.L,Alternatives
LPET,WISDOMTREE PETROLEUM 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LPET.L,Alternatives
LNIK,WISDOMTREE NICKEL 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LNIK.L,Alternatives
LNGA,WISDOMTREE NATURAL GAS 2X DAILY LEVERAGE,WISDOMTREE COMMODITY SECURITIES LTD,SP,LNGA.L,Alternatives
CMCU,UBS ETC (UBS BBG CMCI COMPOSITE IDX) USD,UBS AG,SP,CMCU.L,Alternatives
GLDU,UBS ETC (UBS BBG CMCI GOLD IDX) USD,UBS AG,SP,GLDU.L,Alternatives
WWTU,UBS ETC (UBS BBG CMCI WHEAT IDX) USD,UBS AG,SP,WWTU.L,Alternatives
CMGB,UBS ETC (UBS BBG CMCI COMPOSITE IDX) GBP,UBS AG,SP,CMGB.L,Alternatives
ENRU,UBS ETC (UBS BBG CMCI ENERGY IDX) USD,UBS AG,SP,ENRU.L,Alternatives
AGRU,UBS ETC (UBS BBG CMCI AGRI IDX) USD,UBS AG,SP,AGRU.L,Alternatives
INMU,UBS ETC (UBS BBG CMCI IND MET IDX) USD,UBS AG,SP,INMU.L,Alternatives
PRMU,UBS ETC (UBS BBG CMCI PREC MTLS IDX) USD,UBS AG,SP,PRMU.L,Alternatives
LIVU,UBS ETC (UBS BBG CMCI LIVESTOCK IDX) USD,UBS AG,SP,LIVU.L,Alternatives
OILU,UBS ETC (UBS BBG CMCI WTI CRUDE IDX) USD,UBS AG,SP,OILU.L,Alternatives
CMBU,UBS ETC (CMCI BCOM) USD,UBS AG,SP,CMBU.L,Alternatives
CMBG,UBS ETC (CMCI BCOM) GBP,UBS AG,SP,CMBG.L,Alternatives
CMGU,UBS ETC (CMCI GSCI) USD,UBS AG,SP,CMGU.L,Alternatives
CMGG,UBS ETC (CMCI GSCI) GBP,UBS AG,SP,CMGG.L,Alternatives
CXAD,UBS ETC (CMCI EX AGRI & LIVS CAP) USD,UBS AG,SP,CXAD.L,Alternatives
CXAS,UBS ETC (CMCI EX AGRI & LIVS CAP) GBP,UBS AG,SP,CXAS.L,Alternatives
ENGB,UBS ETC (CMCI ENERGY) GBP,UBS AG,SP,ENGB.L,Alternatives
OILG,UBS ETC (CMCI WTI) GBP,UBS AG,SP,OILG.L,Alternatives
OIL3,UBS ETC (CMCI WTI 3M) USD,UBS AG,SP,OIL3.L,Alternatives
BRTU,UBS ETC (CMCI BRENT) USD,UBS AG,SP,BRTU.L,Alternatives
BRTG,UBS ETC (CMCI BRENT) GBP,UBS AG,SP,BRTG.L,Alternatives
BRT3,UBS ETC (CMCI BRENT 3M) USD,UBS AG,SP,BRT3.L,Alternatives
NGAU,UBS ETC (CMCI NATURAL GAS) USD,UBS AG,SP,NGAU.L,Alternatives
NGAG,UBS ETC (CMCI NATURAL GAS) GBP,UBS AG,SP,NGAG.L,Alternatives
INMG,UBS ETC (CMCI INDUSTRIAL MTLS) GBP,UBS AG,SP,INMG.L,Alternatives
MCUU,UBS ETC (CMCI COPPER) USD,UBS AG,SP,MCUU.L,Alternatives
ALYU,UBS ETC (CMCI ALUMINIUM) USD,UBS AG,SP,ALYU.L,Alternatives
NIKU,UBS ETC (CMCI NICKEL) USD,UBS AG,SP,NIKU.L,Alternatives
LXUU,UBS ETC (CMCI ZINC) USD,UBS AG,SP,LXUU.L,Alternatives
PRMG,UBS ETC (CMCI PREC METALS) GBP,UBS AG,SP,PRMG.L,Alternatives
GCGB,UBS ETC (CMCI GOLD) GBP,UBS AG,SP,GCGB.L,Alternatives
SIUS,UBS ETC (CMCI SILVER) USD,UBS AG,SP,SIUS.L,Alternatives
SILP,UBS ETC (CMCI SILVER) GBP,UBS AG,SP,SILP.L,Alternatives
PLTU,UBS ETC (CMCI PLATINUM) USD,UBS AG,SP,PLTU.L,Alternatives
AGGB,UBS ETC (CMCI AGRICULTURE) GBP,UBS AG,SP,AGGB.L,Alternatives
SBUS,UBS ETC (CMCI SUGAR) USD,UBS AG,SP,SBUS.L,Alternatives
COFU,UBS ETC (CMCI COFFEE) USD,UBS AG,SP,COFU.L,Alternatives
SOYU,UBS ETC (CMCI SOYBEANS) USD,UBS AG,SP,SOYU.L,Alternatives
LIVP,UBS ETC (CMCI LIVESTOCK) GBP,UBS AG,SP,LIVP.L,Alternatives
CORU,UBS ETC (CMCI CORN) USD,UBS AG,SP,CORU.L,Alternatives
CRM2,LEVERAGE SHARES 2X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRM2.L,Alternatives
GOO2,LEVERAGE SHARES 2X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOO2.L,Alternatives
AMZ2,LEVERAGE SHARES 2X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZ2.L,Alternatives
AAP2,LEVERAGE SHARES 2X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AAP2.L,Alternatives
CIT2,LEVERAGE SHARES 2X CITIGROUP ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CIT2.L,Alternatives
FB2,LEVERAGE SHARES 2X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FB2.L,Alternatives
GS2,LEVERAGE SHARES 2X GOLDMAN SACHS ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GS2.L,Alternatives
JPM2,LEVERAGE SHARES 2X JPMORGAN ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,JPM2.L,Alternatives
MSF2,LEVERAGE SHARES 2X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSF2.L,Alternatives
VIS2,LEVERAGE SHARES 2X VISA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,VIS2.L,Alternatives
NFL2,LEVERAGE SHARES 2X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFL2.L,Alternatives
NVD2,LEVERAGE SHARES 2X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVD2.L,Alternatives
META,WISDOMTREE INDUSTRIAL METALS ENHANCED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,META.L,Alternatives
BENE,WISDOMTREE ENERGY ENHANCED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,BENE.L,Alternatives
SOIL,WISDOMTREE WTI CRUDE OIL 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SOIL.L,Alternatives
3NGL,WISDOMTREE NATURAL GAS 3X DAILY LEVERAGE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3NGL.L,Alternatives
LOIL,WISDOMTREE WTI CRUDE OIL 2X DAILY LEV,WISDOMTREE COMMODITY SECURITIES LTD,SP,LOIL.L,Alternatives
3BRS,WISDOMTREE BRENT CRUDE OIL 3X DAILY SHOR,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BRS.L,Alternatives
3USS,WISDOMTREE S&P 500 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3USS.L,Alternatives
3USL,WISDOMTREE S&P 500 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3USL.L,Alternatives
QQQS,WISDOMTREE NASDAQ 100 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,QQQS.L,Alternatives
QQQ3,WISDOMTREE NASDAQ 100 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,QQQ3.L,Alternatives
3EUS,WISDOMTREE EURO STOXX 50® 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EUS.L,Alternatives
3EUL,WISDOMTREE EURO STOXX 50® 3X DAILY LEVER,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EUL.L,Alternatives
SUK1,WISDOMTREE FTSE 100 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,SUK1.L,Alternatives
1MCS,WISDOMTREE FTSE 250 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,1MCS.L,Alternatives
3GIS,WISDOMTREE GILTS 10Y 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GIS.L,Alternatives
3TYS,WISDOMTREE US TREASURIES 10Y 3X DAILY SH,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3TYS.L,Alternatives
3GIL,WISDOMTREE GILTS 10Y 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GIL.L,Alternatives
3EML,WISDOMTREE EMERGING MARKETS 3X DAILY LEV,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EML.L,Alternatives
3EMS,WISDOMTREE EMERGING MARKETS 3X DAILY SHO,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3EMS.L,Alternatives
3BAL,WISDOMTREE EURO STOXX BANKS 3X DAILY LEV,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BAL.L,Alternatives
3BAS,WISDOMTREE EURO STOXX BANKS 3X DAILY SHO,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BAS.L,Alternatives
3TYL,WISDOMTREE US TREASURIES 10Y 3X DAILY LE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3TYL.L,Alternatives
1GIS,WISDOMTREE GILTS 10Y 1X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,1GIS.L,Alternatives
UL3S,WISDOMTREE US TREASURIES 30Y 3X DAILY SH,WISDOMTREE MULTI ASSET ISSUER PLC,SP,UL3S.L,Alternatives
SG20,SG NATURAL GAS X5 LONG,SG ISSUER,SP,SG20.L,Alternatives
SG21,SG NATURAL GAS X5 DAILY SHORT,SG ISSUER,SP,SG21.L,Alternatives
SG24,SG NATURAL GAS X3 DAILY LONG,SG ISSUER,SP,SG24.L,Alternatives
SG25,SG NATURAL GAS X3 DAILY SHORT,SG ISSUER,SP,SG25.L,Alternatives
SG26,SG NATURAL GAS X5 DAILY LONG,SG ISSUER,SP,SG26.L,Alternatives
SG27,SG NATURAL GAS X5 DAILY SHORT,SG ISSUER,SP,SG27.L,Alternatives
SG28,SG WTI X5 DAILY LONG,SG ISSUER,SP,SG28.L,Alternatives
SG40,SG COPPER X5 DAILY LONG,SG ISSUER,SP,SG40.L,Alternatives
SG41,SG COPPER X5 DAILY SHORT,SG ISSUER,SP,SG41.L,Alternatives
SG42,SG GOLD X5 DAILY LONG,SG ISSUER,SP,SG42.L,Alternatives
SG43,SG GOLD X5 DAILY SHORT,SG ISSUER,SP,SG43.L,Alternatives
SG29,SG WTI X5 DAILY SHORT,SG ISSUER,SP,SG29.L,Alternatives
SG34,SG WTI X5 DAILY LONG,SG ISSUER,SP,SG34.L,Alternatives
SG35,SG WTI X5 DAILY SHORT,SG ISSUER,SP,SG35.L,Alternatives
SG48,SG GOLD X5 DAILY LONG,SG ISSUER,SP,SG48.L,Alternatives
SG50,SG SILVER X5 DAILY LONG,SG ISSUER,SP,SG50.L,Alternatives
SG51,SG SILVER X5 DAILY SHORT,SG ISSUER,SP,SG51.L,Alternatives
SG52,SG SILVER X2 DAILY LONG,SG ISSUER,SP,SG52.L,Alternatives
SG53,SG SILVER X2 DAILY SHORT,SG ISSUER,SP,SG53.L,Alternatives
SG62,SG GBPUSD X3 DAILY LONG,SG ISSUER,SP,SG62.L,Alternatives
SG63,SG GBPUSD X3 DAILY SHORT,SG ISSUER,SP,SG63.L,Alternatives
SG64,SG GBPUSD X5 DAILY LONG,SG ISSUER,SP,SG64.L,Alternatives
SG65,SG GBPUSD X5 DAILY SHORT,SG ISSUER,SP,SG65.L,Alternatives
SG72,SG EURO STOXX X5 DAILY LONG,SG ISSUER,SP,SG72.L,Alternatives
SG73,SG EURO STOXX X5 DAILY SHORT,SG ISSUER,SP,SG73.L,Alternatives
SG74,SG EURO STOXX X5 DAILY LONG,SG ISSUER,SP,SG74.L,Alternatives
SG49,SG GOLD X5 DAILY SHORT,SG ISSUER,SP,SG49.L,Alternatives
SG75,SG EURO STOXX X5 DAILY SHORT,SG ISSUER,SP,SG75.L,Alternatives
SG76,SG DAX X5 DAILY LONG,SG ISSUER,SP,SG76.L,Alternatives
SG77,SG DAX X5 DAILY SHORT,SG ISSUER,SP,SG77.L,Alternatives
SG84,SG FTSE X3 DAILY LONG,SG ISSUER,SP,SG84.L,Alternatives
SG85,SG FTSE X3 DAILY SHORT,SG ISSUER,SP,SG85.L,Alternatives
SG86,SG FTSE X5 DAILY LONG,SG ISSUER,SP,SG86.L,Alternatives
SG87,SG FTSE X5 DAILY SHORT,SG ISSUER,SP,SG87.L,Alternatives
SG88,SG S&P X5 DAILY LONG,SG ISSUER,SP,SG88.L,Alternatives
SG89,SG S&P X5 DAILY SHORT,SG ISSUER,SP,SG89.L,Alternatives
SG90,SG S&P X3 DAILY LONG,SG ISSUER,SP,SG90.L,Alternatives
SG91,SG S&P X3 DAILY SHORT,SG ISSUER,SP,SG91.L,Alternatives
SG92,SG S&P X5 DAILY LONG,SG ISSUER,SP,SG92.L,Alternatives
SG93,SG S&P X5 DAILY SHORT,SG ISSUER,SP,SG93.L,Alternatives
AMZ3,LEVSHARES 3X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZ3.L,Alternatives
NVD3,LEVSHARES 3X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVD3.L,Alternatives
AAP3,LEVSHARES 3X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AAP3.L,Alternatives
CRM3,LEVSHARES 3X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRM3.L,Alternatives
MSF3,LEVSHARES 3X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSF3.L,Alternatives
GOO3,LEVSHARES 3X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOO3.L,Alternatives
BAB2,LEVSHARES 2X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,BAB2.L,Alternatives
TSL2,LEVSHARES 2X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TSL2.L,Alternatives
TWT2,LEVSHARES 2X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TWT2.L,Alternatives
FB3,LEVSHARES 3X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FB3.L,Alternatives
NFL3,LEVSHARES 3X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFL3.L,Alternatives
MU2,LEVSHARES 2X MICRON TECH ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MU2.L,Alternatives
AMD2,LEVSHARES 2X ADVANCED MICRO DEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMD2.L,Alternatives
BABS,LEVSHARES -1X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,BABS.L,Global Equity
UBR2,LEVSHARES 2X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,UBR2.L,Alternatives
TSLS,LEVSHARES -1X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TSLS.L,Global Equity
TWTS,LEVSHARES -1X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,TWTS.L,Global Equity
MUS,LEVSHARES -1X MICRON TECHNOLOGY ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MUS.L,Global Equity
AMDS,LEVSHARES -1X ADVANCED MICRODEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMDS.L,Global Equity
UBRS,LEVSHARES -1X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,UBRS.L,Global Equity
MSFS,LEVSHARES -1X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSFS.L,Global Equity
FBS,LEVSHARES -1X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FBS.L,Global Equity
NFLS,LEVSHARES -1X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFLS.L,Global Equity
GOOS,LEVSHARES -1X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOOS.L,Global Equity
CRMS,LEVSHARES -1X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRMS.L,Global Equity
AMZS,LEVSHARES -1X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZS.L,Global Equity
NVDS,LEVSHARES -1X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVDS.L,Global Equity
APLS,LEVSHARES -1X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,APLS.L,Global Equity
VIXL,WISDOMTREE S&P 500 VIX SHORT-TERM FUTURE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,VIXL.L,Global Equity
3UKS,WISDOMTREE FTSE 100 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3UKS.L,Alternatives
3UKL,WISDOMTREE FTSE 100 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3UKL.L,Alternatives
3DES,WISDOMTREE DAX 30 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3DES.L,Alternatives
3DEL,WISDOMTREE DAX 30 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3DEL.L,Alternatives
3SIS,WISDOMTREE SILVER 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SIS.L,Alternatives
3SIL,WISDOMTREE SILVER 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SIL.L,Alternatives
3NGS,WISDOMTREE NATURAL GAS 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3NGS.L,Alternatives
3HCS,WISDOMTREE COPPER 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3HCS.L,Alternatives
3HCL,WISDOMTREE COPPER 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3HCL.L,Alternatives
3GOS,WISDOMTREE GOLD 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GOS.L,Alternatives
3GOL,WISDOMTREE GOLD 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3GOL.L,Alternatives
2UKL,WISDOMTREE FTSE 100 2X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2UKL.L,Alternatives
2UKS,WISDOMTREE FTSE 100 2X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2UKS.L,Alternatives
2PAL,WISDOMTREE PALLADIUM 2X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2PAL.L,Alternatives
2MCL,WISDOMTREE FTSE 250 2X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,2MCL.L,Alternatives
5UKL,SG ISSUER - SG FTSE 100 X5 DAILY LONG,SG ISSUER,SP,5UKL.L,Alternatives
EU5L,SG ISSUER - SG SX5E X5 DAILY LONG,SG ISSUER,SP,EU5L.L,Alternatives
XPPT,XTRACKERS IE PHYSICAL PLATINUM ETC,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XPPT.L,Alternatives
GOOE,LEVERAGE SHARES 2X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GOOE.L,Alternatives
AMZE,LEVERAGE SHARES 2X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AMZE.L,Alternatives
AAPE,LEVERAGE SHARES 2X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,AAPE.L,Alternatives
CITE,LEVERAGE SHARES 2X CITIGROUP ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CITE.L,Alternatives
FB2E,LEVERAGE SHARES 2X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,FB2E.L,Alternatives
GS2E,LEVERAGE SHARES 2X GOLDMAN SACHS ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,GS2E.L,Alternatives
JP2E,LEVERAGE SHARES 2X JPMORGAN ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,JP2E.L,Alternatives
MSFE,LEVERAGE SHARES 2X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,MSFE.L,Alternatives
NFLE,LEVERAGE SHARES 2X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NFLE.L,Alternatives
NVDE,LEVERAGE SHARES 2X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,NVDE.L,Alternatives
CRME,LEVERAGE SHARES 2X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,CRME.L,Alternatives
VISE,LEVERAGE SHARES 2X VISA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,VISE.L,Alternatives
3AME,LEVSHARES 3X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3AME.L,Alternatives
3NVE,LEVSHARES 3X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3NVE.L,Alternatives
