Mnemonic,Long Name,Issuer Name,Security Type,Ticker
EUDV,SPDR S&P EURO DIVIDEND ARISTOCRATS ETF£,SSGA SPDR ETFS EUROPE I PLC,SP,EUDV.L
FTAL,SPDR FTSE UK ALL-SHARE UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,FTAL.L
SPX5,SPDR S&P 500 UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,SPX5.L
GLTL,SPDR BBARC  15+ YEAR GILT UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLTL.L
GLTS,SPDR BBARC 1-5 YEAR GILT UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLTS.L
UKCO,SPDR BBARC STERLING CORP BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,UKCO.L
GLTY,SPDR BBARC UK GILT UCITS ET,SSGA SPDR ETFS EUROPE I PLC,SP,GLTY.L
GLRE,SPDR DOW JONES GLOBAL REAL EST UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLRE.L
LOWV,SPDR S&P 500 LOW VOLATILITY UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,LOWV.L
EURO,SPDR MSCI EMU UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EURO.L
EMIL,SPDR EM INFLATION LINKED BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EMIL.L
GLDV,SPDR S&P GLOBAL DIVIDEND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLDV.L
ASDV,SPDR S&P PAN ASIA DIVIDEND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,ASDV.L
TRS3,SPDR BBARC 1-3 US TREASURY BOND,SSGA SPDR ETFS EUROPE I PLC,SP,TRS3.L
SEUC,SPDR BBARC  0-3 EURO CORPORATE BOND,SSGA SPDR ETFS EUROPE I PLC,SP,SEUC.L
SUSC,SPDR BBARC 0-3 US CORPORATE BOND,SSGA SPDR ETFS EUROPE I PLC,SP,SUSC.L
SJNK,SPDR BBARC 0-5 YR US HIGH YIELD BOND,SSGA SPDR ETFS EUROPE I PLC,SP,SJNK.L
WDSC,SPDR MSCI WORLD SMALL CAP UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WDSC.L
SUKC,SPDR BBARC 0-5 YEAR GBP CORP BOND ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SUKC.L
ELOW,SPDR EURO STOXX LOW VOLATILITY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,ELOW.L
R2US,SPDR RUSSELL 2000 US SMALL CAP ETF,SSGA SPDR ETFS EUROPE II PLC,SP,R2US.L
VMID,VANGUARD FTSE 250 UCITS ETF,VANGUARD FUNDS PLC,SP,VMID.L
VERX,VANGUARD FTSE DEV EUROPE EXUK UCITS ETF,VANGUARD FUNDS PLC,SP,VERX.L
GCVB,SPDR REFINITIV GLOB CONV BOND UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,GCVB.L
EMH5,SPDR ICE BOFA 0-5 YR US GOV BOND UCITS,SSGA SPDR ETFS EUROPE II PLC,SP,EMH5.L
EU35,SPDR BBARC EURO GOV 3-5 YEAR ETF,SSGA SPDR ETFS EUROPE II PLC,SP,EU35.L
EUAG,SPDR BBARC EURO AGG BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EUAG.L
EUCO,SPDR BBARC  EURO CORP BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EUCO.L
GOVY,SPDR BBARC EURO GOV BOND UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GOVY.L
EU13,SPDR BBARC 1-3 YR EURO GOV UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,EU13.L
CDIS,SPDR MSCI EUROPE CONSUMER DIS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,CDIS.L
CSTP,SPDR MSCI EUROPE CONSUMER STAPLES ETF,SSGA SPDR ETFS EUROPE II PLC,SP,CSTP.L
ENGY,SPDR MSCI EUR ENGY 35/20 CAP UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,ENGY.L
ERO,SPDR MSCI EUROPE UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,ERO.L
FNCL,SPDR MSCI EUROPE FINANCIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,FNCL.L
HLTH,SPDR MSCI EUROPE HEALTH CARE UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,HLTH.L
NDUS,SPDR MSCI EUROPE INDUSTRIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,NDUS.L
ITEC,SPDR MSCI EUROPE TECHNOLOGY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,ITEC.L
MTRL,SPDR MSCI EUROPE MATERIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,MTRL.L
EUSC,SPDR MSCI EUROPE SMALL CAP UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,EUSC.L
TELE,SPDR MSCI EUROPE COMM SERV UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,TELE.L
UTIL,SPDR MSCI EUROPE UTILITIES UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,UTIL.L
EUSV,SPDR MSCI EUR SMCAP VALUE WEIGHTED ETF,SSGA SPDR ETFS EUROPE II PLC,SP,EUSV.L
EVAL,SPDR MSCI EUROPE VALUE ETF,SSGA SPDR ETFS EUROPE II PLC,SP,EVAL.L
USSC,SPDR MSCI USA SMCAP VALUE WEIGHTED ETF,SSGA SPDR ETFS EUROPE II PLC,SP,USSC.L
USVL,SPDR MSCI USA VALUE ETF,SSGA SPDR ETFS EUROPE II PLC,SP,USVL.L
MAGI,SPDR MORNINGSTAR GLOB INFRASTRUCTURE ETF,SSGA SPDR ETFS EUROPE II PLC,SP,MAGI.L
SXLE,SPDR S&P US ENERGY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLE.L
SXLF,SPDR S&P US FINANCIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLF.L
SXLV,SPDR S&P US HEALTH CARE UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLV.L
SXLI,SPDR S&P US INDUSTRIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLI.L
SXLB,SPDR S&P US MATERIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLB.L
SXLK,SPDR S&P US TECHNOLOGY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLK.L
SXLU,SPDR S&P US UTILITIES UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLU.L
SXLY,SPDR S&P US CONSUMER DIS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLY.L
SXLP,SPDR S&P US CONSUMER STAPLES UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLP.L
EURE,SPDR FTSE EPRA EUR EX UK RE,SSGA SPDR ETFS EUROPE I PLC,SP,EURE.L
JPJP,SPDR MSCI JAPAN UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,JPJP.L
JPEH,DR MSCI JAPAN EUR HDG UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,JPEH.L
LUSC,SPDR BBARC  10+ US CORP BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,LUSC.L
TIPS,SPDR BBARC US TIPS UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,TIPS.L
VECP,VANGUARD EUR CORPORATE BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VECP.L
VETY,VANGUARD EUR EUROZONE GOV BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VETY.L
VUCP,VANGUARD USD CORPORATE BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VUCP.L
VUTY,VANGUARD USD TREASURY BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VUTY.L
IUCB,SPDR BBARC 3-10 US CORP BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,IUCB.L
LGOV,SPDR BBARC 10+ EURO GOV BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,LGOV.L
TRS5,SPDR BBARC 3-5 US TRSY BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,TRS5.L
TRSX,SPDR BBARC 7-10 US TRSY BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,TRSX.L
LUTR,SPDR BBARC 10+ US TRSY BD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,LUTR.L
WCOD,SPDR MSCI WORLD CONS DIS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WCOD.L
WCOS,SPDR MSCI WORLD CONS STAP UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WCOS.L
WNRG,SPDR MSCI WORLD ENERGY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WNRG.L
WFIN,SPDR MSCI WORLD FINANCIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WFIN.L
WHEA,SPDR MSCI WORLD HEALTH CARE UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WHEA.L
WNDU,SPDR MSCI WORLD INDUSTRIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WNDU.L
WTEC,SPDR MSCI WORLD TECHNOLOGY UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WTEC.L
WMAT,SPDR MSCI WORLD MATERIALS UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WMAT.L
WTEL,SPDR MSCI WORLD COMM SERVE UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WTEL.L
WUTI,SPDR MSCI WORLD UTILITIES UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,WUTI.L
XMVU,X USA MINIMUM VOLATILITY,XTRACKERS (IE) PLC,SP,XMVU.L
VEMT,VANGUARD USD EM GOV'T BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VEMT.L
FUSA,US QUALITY INCOME UCITS ETF USD ACC,FIDELITY UCITS ICAV,SP,FUSA.L
FGQI,GLOBAL QUALITY INCOME UCITS ETF USD INC,FIDELITY UCITS ICAV,SP,FGQI.L
FUSD,US QUALITY INCOME UCITS ETF USD INC,FIDELITY UCITS ICAV,SP,FUSD.L
XMME,X MSCI EMERGING MARKETS,XTRACKERS (IE) PLC,SP,XMME.L
XDWG,X MSCI WORLD GBP,XTRACKERS (IE) PLC,SP,XDWG.L
FRGE,FRK LIBERTYQ GLOBAL EQUITY SRI UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRGE.L
FRXD,FRK LIBERTYQ EUROPEAN DIVIDEND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRXD.L
FRGD,FRK LIBERTYQ GLOBAL DIVIDEND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRGD.L
FRUE,FRK LIBERTYQ U.S. EQUITY UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FRUE.L
XUCS,X MSCI USA CONSUMER STAPLES,XTRACKERS (IE) PLC,SP,XUCS.L
XUCD,X MSCI USA CONSUMER DISCR,XTRACKERS (IE) PLC,SP,XUCD.L
XUHC,X MSCI USA HEALTH CARE,XTRACKERS (IE) PLC,SP,XUHC.L
XUFN,X MSCI USA FINANCIALS,XTRACKERS (IE) PLC,SP,XUFN.L
XUTC,X MSCI USA INFORMATION TECH,XTRACKERS (IE) PLC,SP,XUTC.L
XUEN,X MSCI USA ENERGY,XTRACKERS (IE) PLC,SP,XUEN.L
XDWL,X MSCI WORLD 1D,XTRACKERS (IE) PLC,SP,XDWL.L
FLXE,FRK LIBERTYQ EMERGING MARKETS UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXE.L
FUSP,US QUALITY INCOME UCITS GBPACC HED,FIDELITY UCITS ICAV,SP,FUSP.L
FEMI,EM QUALITY INCOME UCITS USD ACC,FIDELITY UCITS ICAV,SP,FEMI.L
FEQD,EUROPE QUALITY INCOME UCITS GBP ACC,FIDELITY UCITS ICAV,SP,FEQD.L
FEQP,EUROPE QUALITY INCOME UCITS GBP ACC HED,FIDELITY UCITS ICAV,SP,FEQP.L
FGQP,GLOBAL QUALITY INCOME UCITS GBPACC HED,FIDELITY UCITS ICAV,SP,FGQP.L
GLAG,SPDR BARC BLOOM GLOBAL AGG UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLAG.L
XUHY,XT USD HY CORPORATE BOND,XTRACKERS (IE) PLC,SP,XUHY.L
GLAU,SPDR BBARC GBL AGG $HDG UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLAU.L
GLAB,SPDR BBARC GBL AGG £HDG UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,GLAB.L
JPBM,JPM USD EM SOVEREIGN BOND UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPBM.L
J13E,JPM EUR GOVT BOND 1-3 YR UCITS ETF (ACC),JPMORGAN ETFS (IRELAND) ICAV,SP,J13E.L
FTAD,SPDR FTSE UK ALL SHARES UCITS ETF (DIST),SSGA SPDR ETFS EUROPE I PLC,SP,FTAD.L
VDUC,VANGUARD USDCORP 1-3 YR BOND UCITS ETF,VANGUARD FUNDS PLC,SP,VDUC.L
J13U,BETABUILDERS US TSRY BD 1-3YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,J13U.L
JG15,BETABUILDERS UK GILT 1-5YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JG15.L
FLUC,FRK LIB USD IG CORP BOND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLUC.L
FLES,FRK LIB EURO SHORT MATURITY UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLES.L
SXLC,SPDR S&P US COMM SERV UCITS ETF,SSGA SPDR ETFS EUROPE II PLC,SP,SXLC.L
FLEQ,FRK LIBERTYQ EUROPEAN EQUITY UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLEQ.L
FLQA,FRK LIBERTYQ AC ASIA EX JAPAN UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLQA.L
JMBE,JPM USD EM SOVEREIGN BOND UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JMBE.L
XUFB,X MSCI USA BANKS ETF,XTRACKERS (IE) PLC,SP,XUFB.L
XUEK,X S&P EUROPE EX UK ETF,XTRACKERS (IE) PLC,SP,XUEK.L
TRE3,IVZ US TREASURY BND 1-3 YR UCITS ETF DST,INVESCO MARKETS II PLC,SP,TRE3.L
TRE7,IVS US TREASURY BND 3-7 YR UCITS ETF DST,INVESCO MARKETS II PLC,SP,TRE7.L
TREX,IVZ US TREASURY BND 7-10 Y UCITS ETF DST,INVESCO MARKETS II PLC,SP,TREX.L
TRXS,IV US TRES BND 7-10Y UCITS ETF GBPHDG DS,INVESCO MARKETS II PLC,SP,TRXS.L
TRES,IVZ US TREASURY BND UCITS ETF DST,INVESCO MARKETS II PLC,SP,TRES.L
VDEA,VANGUARD USD EMG MKTS GOV BD UCITS ETF,VANGUARD FUNDS PLC,SP,VDEA.L
VETA,VANGUARD EUR EUROZONE GOVT BD UCITS ETF,VANGUARD FUNDS PLC,SP,VETA.L
VDCA,VANGUARD USD CORP 1-3 YEAR BD UCITS ETF,VANGUARD FUNDS PLC,SP,VDCA.L
VDPA,VANGUARD USD CORP BD UCITS ETF,VANGUARD FUNDS PLC,SP,VDPA.L
VECA,VANGUARD EUR CORPORATE BD UCITS ETF,VANGUARD FUNDS PLC,SP,VECA.L
VDTA,VANGUARD USD TREASURY BD UCITS ETF,VANGUARD FUNDS PLC,SP,VDTA.L
VGVA,VANGUARD U.K GILT UCITS ETF,VANGUARD FUNDS PLC,SP,VGVA.L
SWRD,SPDR MSCI WORLD UCITS ETF,SSGA SPDR ETFS EUROPE I PLC,SP,SWRD.L
TR7S,IVZ US TRES BND 3-7Y UCITS ETF GBPHDG DS,INVESCO MARKETS II PLC,SP,TR7S.L
GLTP,INVESCO UK GILTS UCITS ETF DIST,INVESCO MARKETS II PLC,SP,GLTP.L
GLT5,INVESCO UK GILT 1-5 YEAR UCITS ETF DIST,INVESCO MARKETS II PLC,SP,GLT5.L
FLRG,FRK LIB EURO GREEN BOND UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLRG.L
VUKG,VANGUARD FTSE 100 UCITS ETF,VANGUARD FUNDS PLC,SP,VUKG.L
VMIG,VANGUARD FTSE 250 UCITS ETF,VANGUARD FUNDS PLC,SP,VMIG.L
VUAA,VANGUARD S&P 500 UCITS ETF,VANGUARD FUNDS PLC,SP,VUAA.L
FLXB,FRK FTSE BRAZIL UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXB.L
FLXC,FRK FTSE CHINA UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXC.L
FLXK,FRK FTSE KOREA UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXK.L
GLTA,INVESCO UK GILTS UCITS ETF ACC,INVESCO MARKETS II PLC,SP,GLTA.L
VAGS,VANGUARD GLOBAL AGGREGATE BD UCITS ETF,VANGUARD FUNDS PLC,SP,VAGS.L
VAGU,VANGUARD GLOBAL AGGREGATE BD UCITS ETF,VANGUARD FUNDS PLC,SP,VAGU.L
VAGP,VANGUARD GLOBAL AGGREGATE BD UCITS ETF,VANGUARD FUNDS PLC,SP,VAGP.L
FLXI,FRK FTSE INDIA UCITS ETF,FRANKLIN LIBERTYSHARES ICAV,SP,FLXI.L
T3GB,IVZ UST BND 1-3 YR UCITS ETF GBPHDG DS,INVESCO MARKETS II PLC,SP,T3GB.L
TRGB,IVZ US TRES BND UCITS ETF GBPHDG DS,INVESCO MARKETS II PLC,SP,TRGB.L
VWRA,VANGUARD FTSE ALL-WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VWRA.L
VNRA,VANGUARD FTSE NORTH AMERICA UCITS ETF,VANGUARD FUNDS PLC,SP,VNRA.L
VWCG,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF,VANGUARD FUNDS PLC,SP,VWCG.L
VERE,VANGUARD FTSE DEV EUROPE EX UK UCITS ETF,VANGUARD FUNDS PLC,SP,VERE.L
VJPA,VANGUARD FTSE JAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VJPA.L
VHVE,VANGUARD FTSE DEVELOPED WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHVE.L
VAPU,VANGUARD FTSE DEVAPAC EXJAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VAPU.L
VHYA,VANGUARD FTSE ALLWRLD HIDIVYLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHYA.L
VFEA,VANGUARD FTSE EMERGING MARKETS UCITS ETF,VANGUARD FUNDS PLC,SP,VFEA.L
GSLC,ACTIVBETA US LG CAP ETF USD ACC,GOLDMAN SACHS ETF ICAV,SP,GSLC.L
GLAD,SPDR BB GL AGG BOND $ HDG UCITS (ACC),SSGA SPDR ETFS EUROPE I PLC,SP,GLAD.L
GLRA,SPDR DJ GLOBAL RE UCITS ETF (ACC),SSGA SPDR ETFS EUROPE I PLC,SP,GLRA.L
CBND,GS ACCESS CHINA BOND ETF USD DIST,GOLDMAN SACHS ETF ICAV,SP,CBND.L
GSEM,GS ACTIVEBETA EME ETF USD ACC,GOLDMAN SACHS ETF ICAV,SP,GSEM.L
TTRX,TAB EUR ITRAXX IG BOND ETF (EUR) - DIST,TABULA ICAV,SP,TTRX.L
TVOU,TAB JPM GLBL VOL UCITS ETF USD H DIST,TABULA ICAV,SP,TVOU.L
TREI,IVZ US TREAS BOND 0-1 YEAR ETF DIST,INVESCO MARKETS II PLC,SP,TREI.L
TRIA,IVZ US TREAS BOND 0-1 YEAR ETF ACC,INVESCO MARKETS II PLC,SP,TRIA.L
TIGB,IVZ US TREAS BOND 0-1 ETF GBP HDG DIST,INVESCO MARKETS II PLC,SP,TIGB.L
VJPU,VANGUARD FTSE JAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VJPU.L
FUSR,SUSTAIN RESEARCH ENHD US EQY UTS ETF ACC,FIDELITY UCITS ICAV,SP,FUSR.L
FEUR,SUSTAIN RESRCH ENCD EUROPE EQ UT ETF ACC,FIDELITY UCITS ICAV,SP,FEUR.L
FGLR,SUSTAIN RES ENCAED GBL EQTY UCTS ETF ACC,FIDELITY UCITS ICAV,SP,FGLR.L
TABS,TAB N.A CDX HY SHORT ETF,TABULA ICAV,SP,TABS.L
