Mnemonic,Long Name,Issuer Name,Security Type,Ticker
FEX,FT US LARGE CAP CORE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEX.L
FEUZ,FIRST TRUST EUROZONE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEUZ.L
FEXD,FIRSTTRUST US LGCAPCORE ALPHADEX UCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FEXD.L
FJP,FIRSTTRUST JAPAN ALPHADEX UCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FJP.L
FPX,FIRSTTRUST USEQUITYOPPORTUNITIESUCITS A,FIRST TRUST GLOBAL FUNDS PLC,SP,FPX.L
FGBL,FIRST TRUST GLOBAL EQUITY INC UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FGBL.L
XQUA,X USD EM BOND QUALITY WEIGHT,XTRACKERS (IE) PLC,SP,XQUA.L
UINC,FIRST TRUST US EQUITY INCOME UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,UINC.L
FKUD,FIRSTTRUST UK ALPHADEX UCITS ETF CLASS B,FIRST TRUST GLOBAL FUNDS PLC,SP,FKUD.L
GINC,FIRSTTRUST GLOBALEQUITY INCOME UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,GINC.L
FYX,FIRSTTRUSTUSSMALLCAPCOREALPHADEXUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FYX.L
FTFX,FIRSTTRUSTFACTORFX UCITS CLASSA,FIRST TRUST GLOBAL FUNDS PLC,SP,FTFX.L
FXGB,FIRSTTRUSTFACTORFX UCITS CLASSB,FIRST TRUST GLOBAL FUNDS PLC,SP,FXGB.L
BLOK,FIRST TRUST INNOVATIVE TECH UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,BLOK.L
FDN,FT DOW JONES INTERNET UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FDN.L
FEUD,FIRST TRUST EUROZONE ALPHADEX UCITSETF B,FIRST TRUST GLOBAL FUNDS PLC,SP,FEUD.L
FSKY,FIRST TRUST CLOUD COMPUTING UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FSKY.L
BBSU,JPM BETABUILDERS US EQUITY UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,BBSU.L
BBDD,JPM BETABUILDERS US EQUITY UCITS ETF DIS,JPMORGAN ETFS (IRELAND) ICAV,SP,BBDD.L
BBGE,JPM BETABUILDERS EUR GOVT BOND ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBGE.L
BBRT,JPM BETABUILDERS US TREASURY BOND ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBRT.L
BBTP,JPM BB US TRSY BOND UCITS ETF GBP HDG,JPMORGAN ETFS (IRELAND) ICAV,SP,BBTP.L
JPLG,JPM GLOBAL EQUITY MULTIFACTOR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPLG.L
JPSU,JPM US EQUITY MULTI-FACTOR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPSU.L
BBLL,JPM US TREASURY BOND 0-1YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBLL.L
MBIL,JPM US TREASURY BOND 0-1YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,MBIL.L
JMBP,JPM USD EM SOV BD UCITS ETF GBP HEDGED,JPMORGAN ETFS (IRELAND) ICAV,SP,JMBP.L
JMAB,JPM USD EM SOV BD UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JMAB.L
FTCS,FIRST TRUST CAPITAL STRENGTH UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FTCS.L
JGYH,JPM GLOBAL HY CORP BOND MF UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JGYH.L
FVD,FIRSTTRUST VALUELINE DIVIDENDUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FVD.L
JHYP,JPM GL HY CORP BOND MF UCITS GBP HDG,JPMORGAN ETFS (IRELAND) ICAV,SP,JHYP.L
JHYU,JPM GL HY CORP BOND MF UCITS USD HDG,JPMORGAN ETFS (IRELAND) ICAV,SP,JHYU.L
CIBR,FIRSTTRUSTNASDAQCYBERSECURITYUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,CIBR.L
FBTU,FIRSTTRUSTNYSEARCABIOTECHUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FBTU.L
IBCX,ISHARES E C.BD LG CAP UCITS ETF EUR DIST,ISHARES PLC,SP,IBCX.L
LQDE,ISHARES $ CORP.BOND UCITS ETF USD (DIST),ISHARES PLC,SP,LQDE.L
IJPN,ISHARES MSCI JAPAN UCITS ETF USD (DIST),ISHARES PLC,SP,IJPN.L
FXC,ISHARES CHINA LGE CAP UCITS ETF USD DIST,ISHARES PLC,SP,FXC.L
IWRD,ISHARES MSCI WORLD UCITS ETF USD (DIST),ISHARES PLC,SP,IWRD.L
IBCI,ISHARES EUR I.L GOV BD UCITS ETF EUR ACC,ISHARES PLC,SP,IBCI.L
IEEM,ISHARES MSCI EM UCITS ETF USD (DIST),ISHARES PLC,SP,IEEM.L
IKOR,ISHARES MSCI KOREA UCITS ETF USD (DIST),ISHARES PLC,SP,IKOR.L
IBZL,ISHARES MSCI BRAZIL UCITS ETF USD (DIST),ISHARES PLC,SP,IBZL.L
ITWN,ISHARES MSCI TAIWAN UCITS ETF USD (DIST),ISHARES PLC,SP,ITWN.L
IFFF,ISHARES MSCI AC FE X-JP UCITS ETF $ DIST,ISHARES PLC,SP,IFFF.L
IEER,ISHARES MSCI E.EUR CAP UCITS ETF $ DIST,ISHARES PLC,SP,IEER.L
IAPD,ISHARES ASIA PAC. DIV UCITS ETF USD DIST,ISHARES PLC,SP,IAPD.L
IASP,ISHRS ASIA PROPERTY YIELD ETF USD (DIST),ISHARES II PLC,SP,IASP.L
IWDP,ISHRS DEV MRKTS PROP YIELD ETF USD DIST,ISHARES II PLC,SP,IWDP.L
ITKY,ISHARES MSCI TURKEY UCITS ETF USD (DIST),ISHARES II PLC,SP,ITKY.L
IPRV,ISHRS LISTED PRIVATE EQUITY ETF USD DIST,ISHARES II PLC,SP,IPRV.L
IH2O,ISHRS GLOBAL WATER UCITS ETF USD (DIST),ISHARES II PLC,SP,IH2O.L
BRIC,ISHARES BRIC 50 UCITS ETF USD (DIST),ISHARES II PLC,SP,BRIC.L
LTAM,ISHRS MSCI EM LATIN AM ETF USD (DIST),ISHARES II PLC,SP,LTAM.L
ISDE,ISHRS MSCI EM ISLMC UCITS ETF USD (DIST),ISHARES II PLC,SP,ISDE.L
IEMI,ISHRS EM INFR UCITS ETF USD (DIST),ISHARES II PLC,SP,IEMI.L
IEMB,ISHRS J.P. MORGAN $ EM BOND ETF USD DIST,ISHARES II PLC,SP,IEMB.L
ISFE,ISHRS MSCI EST EX-JPN SMLL CAP USD DIST,ISHARES II PLC,SP,ISFE.L
ISJP,ISHRS MSCI JPN SMALL CAP ETF USD (DIST),ISHARES III PLC,SP,ISJP.L
AUCO,L&G GOLD MINING UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,AUCO.L
RTWO,L&G RUSSELL 2000 US SMALL CAP GO UCITS,LEGAL & GENERAL UCITS ETF PLC,SP,RTWO.L
IEAC,ISHRS CORE EUR CORP BOND ETF EUR (DIST),ISHARES III PLC,SP,IEAC.L
IEMS,ISHRS MSCI EM SMALL CAP ETF USD (DIST),ISHARES III PLC,SP,IEMS.L
SEAG,ISHRES EUR AGG BOND UCITS ETF EUR (DIST),ISHARES III PLC,SP,SEAG.L
IPXJ,ISHRS MSCI PACIFIC EX-JPN  ETF USD DIST,ISHARES III PLC,SP,IPXJ.L
LUK2,L&G FTSE 100 LEVERAGED (DAILY 2X),LEGAL & GENERAL UCITS ETF PLC,SP,LUK2.L
SUK2,L&G FTSE 100 SUPER SHORT STRATEGY,LEGAL & GENERAL UCITS ETF PLC,SP,SUK2.L
DEL2,L&G DAX 2X LONG FUND,LEGAL & GENERAL UCITS ETF PLC,SP,DEL2.L
DES2,L&G DAX DAILY 2X SHORT GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DES2.L
IWDA,ISHRS CORE MSCI WORLD ETF USD (ACC),ISHARES III PLC,SP,IWDA.L
IEMA,ISHARES MSCI EM UCITS ETF USD (ACC),ISHARES III PLC,SP,IEMA.L
IJPA,ISHRS CORE MSCI JAPAN IMI ETF USD (ACC),ISHARES III PLC,SP,IJPA.L
IE15,ISHARES EUR CORP BOND 1-5YR ETF EUR DIST,ISHARES III PLC,SP,IE15.L
ISXF,ISHRS £ CORP BOND EX-FIN ETF GBP (DIST),ISHARES III PLC,SP,ISXF.L
EEXF,ISHRS EUR CRP BND EX-FIN ETF EUR (DIST),ISHARES III PLC,SP,EEXF.L
COMF,L&G LONGER DATED ALL COMMODITIES,LEGAL & GENERAL UCITS ETF PLC,SP,COMF.L
CNKY,ISHRS NIKKEI 225 UCITS ETF JPY (ACC),ISHARES VII PLC,SP,CNKY.L
CPXJ,ISHRS CORE MSCI PACFC EX-JPN ETF USD ACC,ISHARES VII PLC,SP,CPXJ.L
CSRU,ISHRS MSCI RUSSIA ADR/GDR  ETF USD (ACC),ISHARES VII PLC,SP,CSRU.L
CMXC,ISHRS MSCI MEXICO CAPPED ETF USD (ACC),ISHARES VII PLC,SP,CMXC.L
CSKR,ISHRS MSCI KOREA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSKR.L
CEMA,ISHRS MSCI EM ASIA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CEMA.L
IPOL,ISHARES MSCI POLAND UCITS ETF USD (ACC),ISHARES V PLC,SP,IPOL.L
IS15,ISHARES £ CORP BD 0-5 UCITS ETF GBP DIST,ISHARES PLC,SP,IS15.L
IEML,ISHRS EM LOCAL GOVT BOND ETF USD (DIST),ISHARES III PLC,SP,IEML.L
IUAG,ISHRS US AGG BOND UCITS ETF USD (DIST),ISHARES II PLC,SP,IUAG.L
IHYU,ISHRS $ HIGH YIELD CRP BND ETF USD DIST,ISHARES II PLC,SP,IHYU.L
IOGP,ISHRS OIL & GAS EXPL & PROD ETF USD ACC,ISHARES V PLC,SP,IOGP.L
ISAG,ISHARES AGRIBUSINESS UCITS ETF USD (ACC),ISHARES V PLC,SP,ISAG.L
IAUP,ISHRS GOLD PRODUCERS  ETF USD (ACC),ISHARES V PLC,SP,IAUP.L
ISAC,ISHRS MSCI ACWI UCITS ETF USD (ACC),ISHARES V PLC,SP,ISAC.L
IEDY,ISHRS EM DIVIDEND UCITS ETF USD (DIST),ISHARES V PLC,SP,IEDY.L
IGEA,ISHRS EMR ASIA LCAL GVT BND ETF USD DIST,ISHARES III PLC,SP,IGEA.L
EMCR,ISHRS $ EM CORP BOND UCITS ETF USD DIST,ISHARES V PLC,SP,EMCR.L
IJPH,ISHRS MSCI JAPAN GBP HEDGED ETF (ACC),ISHARES V PLC,SP,IJPH.L
CRPS,ISHARES GLBL CORP BND UCITS ETF USD DIST,ISHARES PLC,SP,CRPS.L
IRCP,ISHRS EUR CRP BND INT RTE HDGD EUR DIST,ISHARES V PLC,SP,IRCP.L
IGHY,ISHARES GLBL HY CP BD UCITS ETF USD DIST,ISHARES PLC,SP,IGHY.L
EMV,ISHRS EDGE MSCI EM MIN VOL ETF USD (ACC),ISHARES VI PLC,SP,EMV.L
MINV,ISHRS EDGE MSCI WRLD MINVOL ETF USD ACC,ISHARES VI PLC,SP,MINV.L
GHYS,ISHRS GLBL HGH YLD CRP BND GBP HDGD DIST,ISHARES VI PLC,SP,GHYS.L
EMBE,ISHRS JPMRGN $ EM BND EUR HDGD ETF DIST,ISHARES VI PLC,SP,EMBE.L
LQDH,ISHRS $ CRP BND INT RATE HDG USD (DIST),ISHARES PLC,SP,LQDH.L
IJPD,ISHARES MSCI JAPAN $ HDG UCITS ETF (ACC),ISHARES PLC,SP,IJPD.L
SDIG,ISHS $ SHORT DUR CORP BOND ETF USD(DIST),ISHARES IV PLC,SP,SDIG.L
SDHY,ISHS $ SHRT DUR HY CRP BD ETF USD (DIST),ISHARES IV PLC,SP,SDHY.L
ERND,ISHS $ ULTRASHORT BD UCITS ETF USD DIST,ISHARES IV PLC,SP,ERND.L
ERNS,ISHS £ ULTRASHORT BD UCITS ETFGBP DIST,ISHARES IV PLC,SP,ERNS.L
ERNE,ISHS EUR ULTRASHORT BD UCITS ETF (DIST),ISHARES IV PLC,SP,ERNE.L
CJPU,ISHRS MSCI JAPAN UCITS ETF USD (ACC),ISHARES VII PLC,SP,CJPU.L
CCAU,ISHRS MSCI CANADA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CCAU.L
EMIM,ISHARES CORE EM IMI UCITS ETF USD (ACC),ISHARES PLC,SP,EMIM.L
CEMG,ISHRS MSCI EM CNSMR GRWTH ETF USD (ACC),ISHARES V PLC,SP,CEMG.L
IWQU,ISHS EDGE MSCI WRLD QLTY FAC ETF USD ACC,ISHARES IV PLC,SP,IWQU.L
IWMO,ISHS EDGE MSCI WLD MMNT FACT ETF USD ACC,ISHARES IV PLC,SP,IWMO.L
IWVL,ISHS EDGE MSCI WRL VAL FCT UCITS ETF ACC,ISHARES IV PLC,SP,IWVL.L
IWSZ,ISHS EDGE MSCI WLD SIZE FCT ETF USD ACC,ISHARES IV PLC,SP,IWSZ.L
CNYA,ISHS MSCI CHINA A UCITS ETF USD (ACC),ISHARES IV PLC,SP,CNYA.L
SUSS,ISHARES EUR CRP BOND ESG 0-3YR UCITS ETF,ISHARES II PLC,SP,SUSS.L
TASE,ISHS TA-35 ISRAEL UCITS ETF USD ACC,ISHARES IV PLC,SP,TASE.L
SUJS,ISHS MSCI JPN SRI EUR HDGD UCITS ETF ACC,ISHARES IV PLC,SP,SUJS.L
WING,ISHS FLLN ANGELS HY CRP BD UCITS ETF DIS,ISHARES IV PLC,SP,WING.L
SUSM,ISHS MSCI EM SRI UCITS ETF USD ACC,ISHARES IV PLC,SP,SUSM.L
RBOT,ISHS AUTO & ROBOTICS UCITS ETF USD (ACC),ISHARES IV PLC,SP,RBOT.L
AGED,ISHS AGEING POPULATON UCITS ETF USD(ACC),ISHARES IV PLC,SP,AGED.L
HEAL,ISHS HEALTHCARE INNVTION UCITS ETF ACC,ISHARES IV PLC,SP,HEAL.L
DGTL,ISHS DIGITALISATION UCITS ETF USD (ACC),ISHARES IV PLC,SP,DGTL.L
SUJP,ISHARES MSCI JAPAN SRI UCITS ETF,ISHARES IV PLC,SP,SUJP.L
IUIS,ISHRS SP500 INDUS SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IUIS.L
IUMS,ISHRS SP500 MAT SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IUMS.L
IUCS,IS SP500 CON STPL SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IUCS.L
IUUS,ISH SP500 UTILIT SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IUUS.L
IBTA,ISHS $ TR BND 1-3YR UCITS ETF USD (ACC),ISHARES PLC,SP,IBTA.L
JPEA,IS JPM $ EM BOND UCITS ETF USD AC,ISHARES II PLC,SP,JPEA.L
IUAA,ISHARES US AGG BOND UCITS ETF USD (ACC),ISHARES II PLC,SP,IUAA.L
IHYA,IS $ HY CORPORATE BND UCITS ETF USD ACC,ISHARES II PLC,SP,IHYA.L
IMBA,IS US MORT BACK SEC UCITS ETF USD ACC,ISHARES IV PLC,SP,IMBA.L
SDIA,IS $ SHRT DUR CORP BND UCITS ETF USD ACC,ISHARES IV PLC,SP,SDIA.L
TIP5,ISHARES $ TIPS 0-5 UCITS ETF,ISHARES II PLC,SP,TIP5.L
ICBU,ISHARES INTERMEDIATE CREDIT BOND,ISHARES III PLC,SP,ICBU.L
IWDG,ISHARES MSCI WORLD ETF GBP HDGD (DIST),ISHARES III PLC,SP,IWDG.L
EUMD,ISHARES EUROPE MC UCITS ETF EUR ACC,ISHARES VI PLC,SP,EUMD.L
WQDV,IS WORLD QUALITY DIVIDEND USD (DIST),ISHARES II PLC,SP,WQDV.L
FLOT,ISHARES $ FLOATING RATE BOND UCITS ETF,ISHARES II PLC,SP,FLOT.L
CRPU,IS GLOBAL CRP BND ETF USD HEDGED (ACC),ISHARES PLC,SP,CRPU.L
FLOS,IS $ FLOT RATE BOND ETF GBP HEDGE (DIST),ISHARES II PLC,SP,FLOS.L
IEAA,ISH CORE EUR CORP BOND UCITS EUR (ACC),ISHARES III PLC,SP,IEAA.L
LQEE,IS $CORP BND UCITS EUR HEDGED (DIST),ISHARES PLC,SP,LQEE.L
HIGH,IS E HIGH YIELD CRP BND UCITS EUR (ACC),ISHARES PLC,SP,HIGH.L
WNGE,ISH ANGELS HY CRP BOND ETF EUR-HD DIST,ISHARES IV PLC,SP,WNGE.L
HYGU,ISH EUR HY CRP BOND UCITS ETF USD-H ACC,ISHARES PLC,SP,HYGU.L
AGGU,ISH GLOBAL AGG BOND ETF USD HEDGED ACC,ISHARES III PLC,SP,AGGU.L
SAGG,ISH GLOBAL AGG BOND ETF USD DIST (GBP),ISHARES III PLC,SP,SAGG.L
AGBP,ISH GLOBAL AGG BOND ETF GBP HEDGED DIST,ISHARES III PLC,SP,AGBP.L
IWVU,ISH WORLD VALUE ETF USD DIST,ISHARES IV PLC,SP,IWVU.L
DPYG,ISH DEV MKTS PPTY YIELD ETF GBP HDG ACC,ISHARES II PLC,SP,DPYG.L
DPYE,ISH DEV MKTS PPTY YIELD ETF EUR HDG ACC,ISHARES II PLC,SP,DPYE.L
BTEE,ISH NASDAQ US BTEC UCITS ETF USD DIST,ISHARES IV PLC,SP,BTEE.L
EIMU,ISH CORE MSCI EM IMI ETF USD DIST,ISHARES PLC,SP,EIMU.L
LQGH,ISH $ CORP BOND ETF GBP-H D,ISHARES PLC,SP,LQGH.L
CRHG,ISH GLOBAL CORP BOND ETF GBP-H D,ISHARES PLC,SP,CRHG.L
FLOA,ISH $ FLOAT BOND UCITS ETF USD ACC,ISHARES II PLC,SP,FLOA.L
IHHG,ISH $ HY CORP BOND ETF GBP-H D,ISHARES II PLC,SP,IHHG.L
IEAH,ISH € CORP BOND UCITS ETF GBP-H D,ISHARES III PLC,SP,IEAH.L
WSML,ISH MSCI WLD SMALL CAP UCITS ETF ACC USD,ISHARES III PLC,SP,WSML.L
WIAU,ISH FLN ANGELS HY CORP BOND ETF USD ACC,ISHARES IV PLC,SP,WIAU.L
WIGG,ISH FLN ANGELS HY CORP BOND ETF GBP-H D,ISHARES IV PLC,SP,WIGG.L
DPYA,ISH DEV MKT PROPERTY YLD ETF USD ACC,ISHARES II PLC,SP,DPYA.L
CRPA,ISH GLB CORP BND ETF USD ACC,ISHARES PLC,SP,CRPA.L
IIND,ISH MSCI INDIA UCITS ETF USD ACC GBP,ISHARES IV PLC,SP,IIND.L
EMCA,ISH JPM $EM CORP BND ETF USD ACC,ISHARES V PLC,SP,EMCA.L
EFRN,ISHARES EUR FLOATING RATE BOND UCITS ETF,ISHARES II PLC,SP,EFRN.L
SUOE,ISHARES EUR CORP BOND ESG UCITS ETF,ISHARES II PLC,SP,SUOE.L
ERNA,ISH $ ULTRASRT BND ETF USD ACC,ISHARES IV PLC,SP,ERNA.L
SDHA,ISH $ ST DUR HY CRP BND ETF USD ACC,ISHARES IV PLC,SP,SDHA.L
HLQD,ISH $ CRP BND INT RT HGD ETF USD ACC,ISHARES PLC,SP,HLQD.L
HMCT,HSBC MSCI CHINA A INCLUSION UCITS ETF,HSBC ETFS PLC,SP,HMCT.L
TCEP,TABULA EUR PERF CREDIT ETF CLASS J EUR,TABULA ICAV,SP,TCEP.L
TCED,TABULA EUR PERF CREDIT ETF CLASS G EUR,TABULA ICAV,SP,TCED.L
TECC,TABULA EUR ITRAXX CROSS ETF CLASS J EUR,TABULA ICAV,SP,TECC.L
TECS,TABULA EUR ITRAXX SHORT ETF CLASS J EUR,TABULA ICAV,SP,TECS.L
TVOL,TABULA J.P MORGAN GLOBAL CREDIT VOL EUR,TABULA ICAV,SP,TVOL.L
HMSP,HSBC MSCI SA ARA 20/35 C,HSBC ETFS PLC,SP,HMSP.L
TCEG,TAB EUR PERF CREDIT UCITS ETF GBP H DIST,TABULA ICAV,SP,TCEG.L
EQQQ,INVESCO EQQQ NASDAQ 100 UCITS ETF,INVESCO MARKETS III PLC,SP,EQQQ.L
PSRF,INVESCO FTSE RAFI US 1000 UCITS ETF,INVESCO MARKETS III PLC,SP,PSRF.L
PSRM,INVESCO FTSE RAFI EMERG MKTS UCITS ETF,INVESCO MARKETS III PLC,SP,PSRM.L
PSRE,INVESCO FTSE RAFI EUROPE UCITS ETF,INVESCO MARKETS III PLC,SP,PSRE.L
PSRU,INVESCO FTSE RAFI UK 100 UCITS ETF,INVESCO MARKETS III PLC,SP,PSRU.L
PSRW,INVESCO FTSE RAFI ALL-WORLD 3000 UCITS E,INVESCO MARKETS III PLC,SP,PSRW.L
S100,INVESCO FTSE 100 UCITS ETF,INVESCO MARKETS PLC,SP,S100.L
S250,INVESCO FTSE 250 UCITS ETF,INVESCO MARKETS PLC,SP,S250.L
XLES,INVESCO ENERGY S&P US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XLES.L
XLYS,INVESCO CONS DISC S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLYS.L
XLPS,INVESCO CONS STAP S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLPS.L
XLFS,INVESCO FINANCIAL S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLFS.L
XLVS,INVESCO HLTH CARE S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLVS.L
XLIS,INVESCO INDUSTRIA S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLIS.L
XLBS,INVESCO MATERIALS S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLBS.L
XLKS,INVESCO TECHNOLOG S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLKS.L
XLUS,INVESCO UTILITIES S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLUS.L
RDXS,INVESCO RDX UCITS ETF,INVESCO MARKETS PLC,SP,RDXS.L
MXFS,INVESCO MSCI EMERGING MARKETS UCITS ETF,INVESCO MARKETS PLC,SP,MXFS.L
SPXS,INVESCO S&P 500 UCITS ETF,INVESCO MARKETS PLC,SP,SPXS.L
X7PS,INVESCO STOXX EUR 600 OPT BANKS UCIT ETF,INVESCO MARKETS PLC,SP,X7PS.L
MXUS,INVESCO MSCI USA UCITS ETF,INVESCO MARKETS PLC,SP,MXUS.L
RTYS,INVESCO RUSSELL 2000 UCITS ETF,INVESCO MARKETS PLC,SP,RTYS.L
MXWO,INVESCO MSCI WORLD UCITS ETF,INVESCO MARKETS PLC,SP,MXWO.L
MXJP,INVESCO MSCI JAPAN UCITS ETF,INVESCO MARKETS PLC,SP,MXJP.L
LGCF,INVESCO COMMODITY COMPOSIT UCITS ETF,INVESCO MARKETS PLC,SP,LGCF.L
VGOV,UK GILT UCITS ETF GBP,VANGUARD FUNDS PLC,SP,VGOV.L
VUSA,VANGUARD S&P 500 UCITS ETF,VANGUARD FUNDS PLC,SP,VUSA.L
VUKE,VANGUARD FTSE 100 UCITS ETF,VANGUARD FUNDS PLC,SP,VUKE.L
VWRL,VANGUARD FTSE ALL-WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VWRL.L
MLPS,INVESCO MORN* US ENRGY INFRA MLP ETF A,INVESCO MARKETS PLC,SP,MLPS.L
MLPD,INVESCO MORN* US ENRGY INFRA MLP ETF B,INVESCO MARKETS PLC,SP,MLPD.L
VJPN,VANGUARD FTSE JAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VJPN.L
VEUR,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF,VANGUARD FUNDS PLC,SP,VEUR.L
VAPX,VANGUARD FTSE DEV ASIAPAC XJPN UCITS ETF,VANGUARD FUNDS PLC,SP,VAPX.L
VHYL,VANGUARD FTSE WRLD HI DIV YLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHYL.L
XDN0,X MSCI NORDIC,XTRACKERS (IE) PLC,SP,XDN0.L
EFIW,INVESCO GOLDMAN SACHS EFI WORLD UCIT ETF,INVESCO MARKETS PLC,SP,EFIW.L
SX5S,INVESCO EURO STOXX 50 UCITS ETF,INVESCO MARKETS PLC,SP,SX5S.L
MXEU,INVESCO MSCI EUROPE UCITS ETF,INVESCO MARKETS PLC,SP,MXEU.L
S600,INVESCO STOXX EUR 600 UCITS ETF,INVESCO MARKETS PLC,SP,S600.L
XMAW,X MSCI AC WORLD,XTRACKERS (IE) PLC,SP,XMAW.L
XDUS,X MSCI USA,XTRACKERS (IE) PLC,SP,XDUS.L
XDWD,X MSCI WORLD 1C,XTRACKERS (IE) PLC,SP,XDWD.L
XDEW,X S&P 500 EQUAL WEIGHT,XTRACKERS (IE) PLC,SP,XDEW.L
N400,INVESCO JPX-NIKKEI 400 UCITS ETF,INVESCO MARKETS PLC,SP,N400.L
VEVE,VANGUARD FTSE DEVELOPED WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VEVE.L
VNRT,VANGUARD FTSE NORTH AMERICA UCITS ETF,VANGUARD FUNDS PLC,SP,VNRT.L
XDEQ,X MSCI WORLD QUALITY,XTRACKERS (IE) PLC,SP,XDEQ.L
XDEV,X MSCI WORLD VALUE,XTRACKERS (IE) PLC,SP,XDEV.L
XDEM,X MSCI WORLD MOMENTUM,XTRACKERS (IE) PLC,SP,XDEM.L
XDEB,X MSCI WORLD MIN VOLATILITY,XTRACKERS (IE) PLC,SP,XDEB.L
S7XP,INVESCO EURO STOXX OPT BANKS UCITS ETF,INVESCO MARKETS PLC,SP,S7XP.L
BUYB,INVESCO GLOBAL BUYBACK ACHIEVE UCITS ETF,INVESCO MARKETS III PLC,SP,BUYB.L
SBIO,INVESCO NASDAQ BIOTECH UCITS ETF,INVESCO MARKETS PLC,SP,SBIO.L
LDCU,PIMCO US LOW DUR CORP BOND UCITS IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,LDCU.L
EFIE,INVESCO GOLDMANS SACHS EFI EURO UCIT ETF,INVESCO MARKETS PLC,SP,EFIE.L
N4US,INVESCO NIKKEI 400 UCITS ETF USD HDG,INVESCO MARKETS PLC,SP,N4US.L
XRSU,X RUSSELL 2000,XTRACKERS (IE) PLC,SP,XRSU.L
XRMU,X RUSSELL MIDCAP,XTRACKERS (IE) PLC,SP,XRMU.L
XDPG,X S&P 500 GBP,XTRACKERS (IE) PLC,SP,XDPG.L
XDEX,X FTSE ALL WORLD EX UK,XTRACKERS (IE) PLC,SP,XDEX.L
XDNG,X JPX NIKKEI 400 GBP,XTRACKERS (IE) PLC,SP,XDNG.L
XGLF,X GCC SELECT SWAP,XTRACKERS (IE) PLC,SP,XGLF.L
HDLV,INVESCO S&P 500 HIGH DIV LOW VOL ETF,INVESCO MARKETS III PLC,SP,HDLV.L
XDNY,X JPX NIKKEI 400,XTRACKERS (IE) PLC,SP,XDNY.L
XDNU,X JPX NIKKEI 400 USD,XTRACKERS (IE) PLC,SP,XDNU.L
XDGU,X USD CORPORATE BOND,XTRACKERS (IE) PLC,SP,XDGU.L
VVAL,VANGUARD GLOBAL VALUE FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VVAL.L
VMOM,VANGUARD GLBL MOMENTUM FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VMOM.L
VLIQ,VANGUARD GLBL LIQUIDITY FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VLIQ.L
