Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class,Geography
IPLT,ISHARES PHYSICAL PLATINUM ETC,ISHARES PHYSICAL METALS PLC,SP,IPLT.L,Alternatives,Global
ISLN,ISHARES PHYSICAL SILVER ETC,ISHARES PHYSICAL METALS PLC,SP,ISLN.L,Alternatives,Global
IGLN,ISHARES PHYSICAL GOLD ETC,ISHARES PHYSICAL METALS PLC,SP,IGLN.L,Alternatives,Global
SGLS,INVESCO PHYSICAL GOLD GBP HEDGED ETC,INVESCO PHYSICAL MARKETS PLC,SP,SGLS.L,Alternatives,UK
SGLD,INVESCO PHYSICAL GOLD ETC,INVESCO PHYSICAL MARKETS PLC,SP,SGLD.L,Alternatives,Global
IPDM,ISHARES PHYSICAL PALLADIUM ETC,ISHARES PHYSICAL METALS PLC,SP,IPDM.L,Alternatives,Global
SPAL,INVESCO PHYSICAL PALLADIUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPAL.L,Alternatives,Global
SPPT,INVESCO PHYSICAL PLATINUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPPT.L,Alternatives,Global
SSLV,INVESCO PHYSICAL SILVER ETC,INVESCO PHYSICAL MARKETS PLC,SP,SSLV.L,Alternatives,Global
RMAU,THE ROYAL MINT PHYSICAL GOLD ETC SEC,HANETF ETC SECURITIES PLC,SP,RMAU.L,Alternatives,Global
3LVO,GRANITESHARES 3X LONG VOD DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LVO.L,Alternatives,Global
3SVO,GRANITESHARES 3X SHORT VOD DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SVO.L,Alternatives,Global
3LGL,GRANITESHARES 3X LONG GLENCORE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LGL.L,Alternatives,Global
3SGL,GRANITESHARES 3X SHORT GLENCORE DAILYETP,GRANITESHARES FINANCIAL PLC,SP,3SGL.L,Alternatives,Global
3LBP,GRANITESHARES 3X LONG BP DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LBP.L,Alternatives,Global
3SBP,GRANITESHARES 3X SHORT BP DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SBP.L,Alternatives,Global
3LLL,GRANITESHARES 3X LONG LLOYDS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LLL.L,Alternatives,Global
3SLL,GRANITESHARES 3XS LLOYDS B DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SLL.L,Alternatives,Global
3LAZ,GRANITESHARES 3XL ASTRAZENECA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LAZ.L,Alternatives,Global
3SAZ,GRANITESHARES 3XS ASTRAZENECA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SAZ.L,Alternatives,Global
3LDO,GRANITESHARES 3X LONG DIAGEO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LDO.L,Alternatives,Global
3SDO,GRANITESHARES 3X SHORT DIAGEO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SDO.L,Alternatives,Global
3LBA,GRANITESHARES 3XL BAE SYSTEMS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LBA.L,Alternatives,Global
3SBA,GRANITESHARES 3XS BAE SYSTEMS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SBA.L,Alternatives,Global
3LRI,GRANITESHARES 3XL RIO TINTO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LRI.L,Alternatives,Global
3SRI,GRANITESHARES 3XS RIO TINTO DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SRI.L,Alternatives,Global
3LBC,GRANITESHARES 3XL BARCLAYS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LBC.L,Alternatives,Global
3SBC,GRANITESHARES 3XS BARCLAYS DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SBC.L,Alternatives,Global
3LRD,GRANITESHARES 3X LONG SHELL-A DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LRD.L,Alternatives,Global
3SRD,GRANITESHARES 3X SHORT SHELL-A DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SRD.L,Alternatives,Global
3LRR,GRANITESHARES 3XL ROLLS-ROYCE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LRR.L,Alternatives,Global
3SRR,GRANITESHARES 3XS ROLLS-ROYCE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SRR.L,Alternatives,Global
3LAL,GRANITESHARES 3X LONG ALPHABET DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LAL.L,Alternatives,Global
3SAL,GRANITESHARES 3XSHORT ALPHABET DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SAL.L,Alternatives,Global
3LZN,GRANITESHARES 3X LONG AMAZON DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LZN.L,Alternatives,Global
3SZN,GRANITESHARES 3X SHORT AMAZON DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SZN.L,Alternatives,Global
3LAP,GRANITESHARES 3X LONG APPLE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LAP.L,Alternatives,Global
3SAP,GRANITESHARES 3X SHORT APPLE DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SAP.L,Alternatives,Global
3LMS,GRANITESHARES 3X LONG MSFT DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LMS.L,Alternatives,Global
3SMS,GRANITESHARES 3X SHORT MSFT DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SMS.L,Alternatives,Global
3LNF,GRANITESHARES 3X LONG NETFLIX DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LNF.L,Alternatives,Global
3SNF,GRANITESHARES 3X SHORT NETFLIX DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SNF.L,Alternatives,Global
3LFB,GRANITESHARES 3X LONG FACEBOOK DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LFB.L,Alternatives,Global
3SFB,GRANITESHARES 3X SHORT FB DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SFB.L,Alternatives,Global
3LNV,GRANITESHARES 3X LONG NVIDIA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LNV.L,Alternatives,Global
3SNV,GRANITESHARES 3X SHORT NVIDIA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SNV.L,Alternatives,Global
3LTS,GRANITESHARES 3X LONG TESLA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LTS.L,Alternatives,Global
3STS,GRANITESHARES 3X SHORT TESLA DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3STS.L,Alternatives,Global
3LUB,GRANITESHARES 3X LONG UBER DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3LUB.L,Alternatives,Global
3SUB,GRANITESHARES 3X SHORT UBER DAILY ETP,GRANITESHARES FINANCIAL PLC,SP,3SUB.L,Alternatives,Global
SPLT,ISHARES PHYSICAL PLATINUM ETC,ISHARES PHYSICAL METALS PLC,SP,SPLT.L,Alternatives,Global
SSLN,ISHARES PHYSICAL SILVER ETC,ISHARES PHYSICAL METALS PLC,SP,SSLN.L,Alternatives,Global
SGLN,ISHARES PHYSICAL GOLD ETC,ISHARES PHYSICAL METALS PLC,SP,SGLN.L,Alternatives,Global
SPDM,ISHARES PHYSICAL PALLADIUM ETC,ISHARES PHYSICAL METALS PLC,SP,SPDM.L,Alternatives,Global
SGLP,INVESCO PHYSICAL GOLD ETC,INVESCO PHYSICAL MARKETS PLC,SP,SGLP.L,Alternatives,Global
SPAP,INVESCO PHYSICAL PALLADIUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPAP.L,Alternatives,Global
SPPP,INVESCO PHYSICAL PLATINUM ETC,INVESCO PHYSICAL MARKETS PLC,SP,SPPP.L,Alternatives,Global
SLVP,INVESCO PHYSICAL SILVER ETC,INVESCO PHYSICAL MARKETS PLC,SP,SLVP.L,Alternatives,Global
RMAP,THE ROYAL MINT PHYSICAL GOLD ETC SEC,HANETF ETC SECURITIES PLC,SP,RMAP.L,Alternatives,Global
EGLN,ISHARES PHYSICAL GOLD ETC,ISHARES PHYSICAL METALS PLC,SP,EGLN.L,Alternatives,Global
AGAP,WISDOMTREE AGRICULTURE £,WISDOMTREE COMMODITY SECURITIES LTD,SP,AGAP.L,Alternatives,Global
AGCP,WISDOMTREE BROAD COMMODITIES,WISDOMTREE COMMODITY SECURITIES LTD,SP,AGCP.L,Alternatives,Global
AGGP,WISDOMTREE GRAINS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AGGP.L,Alternatives,Global
NGSP,WISDOMTREE NATURAL GAS £,WISDOMTREE COMMODITY SECURITIES LTD,SP,NGSP.L,Alternatives,Global
BULP,WISDOMTREE GOLD £,WISDOMTREE COMMODITY SECURITIES LTD,SP,BULP.L,Alternatives,Global
PHGP,WISDOMTREE PHYSICAL GOLD £,WISDOMTREE METAL SECURITIES ,SP,PHGP.L,Alternatives,Global
PHSP,WISDOMTREE PHYSICAL SILVER £,WISDOMTREE METAL SECURITIES ,SP,PHSP.L,Alternatives,Global
PHPP,WISDOMTREE PHYSICAL PRECIOUS METALS £,WISDOMTREE METAL SECURITIES ,SP,PHPP.L,Alternatives,US
GBSS,GOLD BULLION SECURITIES,GOLD BULLION SECURITIES LD,SP,GBSS.L,Alternatives,Global
3LGS,WISDOMTREE NATURAL GAS 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LGS.L,Alternatives,Global
2CIT,LEVERAGE SHARES 2X CITIGROUP ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2CIT.L,Alternatives,Global
2FB,LEVERAGE SHARES 2X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2FB.L,Alternatives,Global
2GS,LEVERAGE SHARES 2X GOLDMAN SACHS ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2GS.L,Alternatives,Global
2GOO,LEVERAGE SHARES 2X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2GOO.L,Alternatives,Global
2AMZ,LEVERAGE SHARES 2X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2AMZ.L,Alternatives,Global
2AAP,LEVERAGE SHARES 2X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2AAP.L,Alternatives,Global
2JPM,LEVERAGE SHARES 2X JPMORGAN ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2JPM.L,Alternatives,Global
2MSF,LEVERAGE SHARES 2X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2MSF.L,Alternatives,Global
2VIS,LEVERAGE SHARES 2X VISA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2VIS.L,Alternatives,Global
2NFL,LEVERAGE SHARES 2X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2NFL.L,Alternatives,Global
2NVD,LEVERAGE SHARES 2X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2NVD.L,Alternatives,Global
2CRM,LEVERAGE SHARES 2X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2CRM.L,Alternatives,Global
3SSI,WISDOMTREE SILVER 3X DAILY SHORT (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SSI.L,Alternatives,Global
3LSI,WISDOMTREE SILVER 3X DAILY LEVERAGED (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LSI.L,Alternatives,Global
3SGO,WISDOMTREE GOLD 3X DAILY SHORT (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SGO.L,Alternatives,Global
3LGO,WISDOMTREE GOLD 3X DAILY LEVERAGED (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LGO.L,Alternatives,Global
3SDE,WISDOMTREE DAX 30 3X DAILY SHORT (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3SDE.L,Alternatives,Europe
3LDE,WISDOMTREE DAX 30 3X DAILY LEVERAGED (£),WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LDE.L,Alternatives,Europe
3BSR,WISDOMTREE BRENT CRUDE OIL 3X DAILY SHOR,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3BSR.L,Alternatives,Global
3LNG,WISDOMTREE NATURAL GAS 3X DAILY LEVERAGE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LNG.L,Alternatives,Global
BRNB,WISDOMTREE BRENT CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,BRNB.L,Alternatives,Global
WTIB,WISDOMTREE WTI CRUDE OIL PRE-ROLL,WISDOMTREE MULTI ASSET ISSUER PLC,SP,WTIB.L,Alternatives,Global
BRNG,WISDOMTREE BRENT CRUDE OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,BRNG.L,Alternatives,Global
VILX,WISDOMTREE S&P 500 VIX SHORT-TERM FUTURE,WISDOMTREE MULTI ASSET ISSUER PLC,SP,VILX.L,Global Equity,US
3ULS,WISDOMTREE S&P 500 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3ULS.L,Alternatives,US
LQQ3,WISDOMTREE NASDAQ 100 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,LQQ3.L,Alternatives,US
LQQS,WISDOMTREE NASDAQ 100 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,LQQS.L,Alternatives,US
3LEU,WISDOMTREE EURO STOXX 50® 3X DAILY LEVER,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LEU.L,Alternatives,Europe
3LES,WISDOMTREE EURO STOXX 50® 3X DAILY SHORT,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LES.L,Alternatives,Europe
3LUS,WISDOMTREE S&P 500 3X DAILY LEVERAGED,WISDOMTREE MULTI ASSET ISSUER PLC,SP,3LUS.L,Alternatives,US
3AMZ,LEVSHARES 3X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3AMZ.L,Alternatives,Global
3NVD,LEVSHARES 3X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3NVD.L,Alternatives,Global
3AAP,LEVSHARES 3X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3AAP.L,Alternatives,Global
3MSF,LEVSHARES 3X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3MSF.L,Alternatives,Global
3CRM,LEVSHARES 3X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3CRM.L,Alternatives,Global
3GOO,LEVSHARES 3X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3GOO.L,Alternatives,Global
2BAB,LEVSHARES 2X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2BAB.L,Alternatives,Global
2TSL,LEVSHARES 2X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2TSL.L,Alternatives,Global
2TWT,LEVSHARES 2X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2TWT.L,Alternatives,Global
3FB,LEVSHARES 3X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3FB.L,Alternatives,Global
3NFL,LEVSHARES 3X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,3NFL.L,Alternatives,Global
2MU,LEVSHARES 2X MICRON TECH ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2MU.L,Alternatives,Global
2AMD,LEVSHARES 2X ADVANCED MICRO DEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2AMD.L,Alternatives,Global
2UBR,LEVSHARES 2X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,2UBR.L,Alternatives,Global
SBAB,LEVSHARES -1X ALIBABA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SBAB.L,Global Equity,Global
STSL,LEVSHARES -1X TESLA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,STSL.L,Global Equity,Global
STWT,LEVSHARES -1X TWITTER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,STWT.L,Global Equity,Global
SMU,LEVSHARES -1X MICRON TECHNOLOGY ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SMU.L,Global Equity,Global
SAMD,LEVSHARES -1X ADVANCED MICRODEVICES ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SAMD.L,Global Equity,Global
SUBR,LEVSHARES -1X UBER ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SUBR.L,Global Equity,Global
SMSF,LEVSHARES -1X MICROSOFT ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SMSF.L,Global Equity,Global
SFB,LEVSHARES -1X FACEBOOK ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SFB.L,Global Equity,Global
SNFL,LEVSHARES -1X NETFLIX ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SNFL.L,Global Equity,Global
SGOO,LEVSHARES -1X ALPHABET ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SGOO.L,Global Equity,Global
SAMZ,LEVSHARES -1X AMAZON ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SAMZ.L,Global Equity,Global
SNVD,LEVSHARES -1X NVIDIA ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SNVD.L,Global Equity,Global
SAPL,LEVSHARES -1X APPLE ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SAPL.L,Global Equity,Global
SCRM,LEVSHARES -1X SALESFORCE.COM ETP,LEVERAGE SHARES PUBLIC LIMITED CO.,SP,SCRM.L,Global Equity,Global
SGBX,WISDOMTREE PHYSICAL SWISS GOLD,WISDOMTREE METAL SECURITIES ,SP,SGBX.L,Alternatives,Global
AIGC,WISDOMTREE BROAD COMMODITIES £,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGC.L,Alternatives,Global
SBRT,WISDOMTREE BRENT CRUDE OIL 1X DAILY SHOR,WISDOMTREE COMMODITY SECURITIES LTD,SP,SBRT.L,Alternatives,Global
FBRT,WISDOMTREE BRENT CRUDE OIL LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,FBRT.L,Alternatives,Global
BRNT,WISDOMTREE BRENT CRUDE OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,BRNT.L,Alternatives,Global
LBRT,WISDOMTREE BRENT CRUDE OIL 2X DAILY LEV,WISDOMTREE COMMODITY SECURITIES LTD,SP,LBRT.L,Alternatives,Global
XGDU,XTRACKERS IE PHYSICAL GOLD ETC,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XGDU.L,Alternatives,Global
XSLR,XTRACKERS IE PHYSICAL SILVER ETC,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XSLR.L,Alternatives,Global
GLDA,AMUNDI PHYSICAL GOLD ETC,AMUNDI PHYSICAL METALS PLC,SP,GLDA.L,Alternatives,Global
XGDG,X IE PHYSICAL GOLD ETC GBP,XTRACKERS ETC PUBLIC LIMITED COMPAN,SP,XGDG.L,Alternatives,UK
GBSP,WISDOMTREE PHYSICAL GOLD - GBP DAILY HED,WISDOMTREE HEDGED METAL SECURITIES ,SP,GBSP.L,Alternatives,UK
XFRM,WISDOMTREE BROAD COMMOD. EX-AGRI.&LIVEST,WISDOMTREE COMMODITY SECURITIES LTD,SP,XFRM.L,Alternatives,Global
GBS,GOLD BULLION SECURITIES,GOLD BULLION SECURITIES LD,SP,GBS.L,Alternatives,Global
ALUM,WISDOMTREE ALUMINIUM,WISDOMTREE COMMODITY SECURITIES LTD,SP,ALUM.L,Alternatives,Global
COFF,WISDOMTREE COFFEE,WISDOMTREE COMMODITY SECURITIES LTD,SP,COFF.L,Alternatives,Global
COPA,WISDOMTREE COPPER,WISDOMTREE COMMODITY SECURITIES LTD,SP,COPA.L,Alternatives,Global
CORN,WISDOMTREE CORN,WISDOMTREE COMMODITY SECURITIES LTD,SP,CORN.L,Alternatives,Global
COTN,WISDOMTREE COTTON,WISDOMTREE COMMODITY SECURITIES LTD,SP,COTN.L,Alternatives,Global
CRUD,WISDOMTREE WTI CRUDE OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,CRUD.L,Alternatives,Global
UGAS,WISDOMTREE GASOLINE,WISDOMTREE COMMODITY SECURITIES LTD,SP,UGAS.L,Alternatives,Global
BULL,WISDOMTREE GOLD,WISDOMTREE COMMODITY SECURITIES LTD,SP,BULL.L,Alternatives,Global
HEAT,WISDOMTREE HEATING OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,HEAT.L,Alternatives,Global
HOGS,WISDOMTREE LEAN HOGS,WISDOMTREE COMMODITY SECURITIES LTD,SP,HOGS.L,Alternatives,Global
CATL,WISDOMTREE LIVE CATTLE,WISDOMTREE COMMODITY SECURITIES LTD,SP,CATL.L,Alternatives,Global
NGAS,WISDOMTREE NATURAL GAS,WISDOMTREE COMMODITY SECURITIES LTD,SP,NGAS.L,Alternatives,Global
NICK,WISDOMTREE NICKEL,WISDOMTREE COMMODITY SECURITIES LTD,SP,NICK.L,Alternatives,Global
SLVR,WISDOMTREE SILVER,WISDOMTREE COMMODITY SECURITIES LTD,SP,SLVR.L,Alternatives,Global
SOYO,WISDOMTREE SOYBEAN OIL,WISDOMTREE COMMODITY SECURITIES LTD,SP,SOYO.L,Alternatives,Global
SOYB,WISDOMTREE SOYBEANS,WISDOMTREE COMMODITY SECURITIES LTD,SP,SOYB.L,Alternatives,Global
SUGA,WISDOMTREE SUGAR,WISDOMTREE COMMODITY SECURITIES LTD,SP,SUGA.L,Alternatives,Global
WEAT,WISDOMTREE WHEAT,WISDOMTREE COMMODITY SECURITIES LTD,SP,WEAT.L,Alternatives,Global
ZINC,WISDOMTREE ZINC,WISDOMTREE COMMODITY SECURITIES LTD,SP,ZINC.L,Alternatives,Global
AIGE,WISDOMTREE ENERGY,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGE.L,Alternatives,Global
AIGO,WISDOMTREE PETROLEUM,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGO.L,Alternatives,Global
AIGP,WISDOMTREE PRECIOUS METALS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGP.L,Alternatives,US
AIGI,WISDOMTREE INDUSTRIAL METALS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGI.L,Alternatives,Global
AIGA,WISDOMTREE AGRICULTURE,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGA.L,Alternatives,Global
AIGS,WISDOMTREE SOFTS,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGS.L,Alternatives,Global
AIGL,WISDOMTREE LIVESTOCK,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGL.L,Alternatives,Global
AIGG,WISDOMTREE GRAINS £,WISDOMTREE COMMODITY SECURITIES LTD,SP,AIGG.L,Alternatives,Global
PHPT,WISDOMTREE PHYSICAL PLATINUM,WISDOMTREE METAL SECURITIES ,SP,PHPT.L,Alternatives,Global
PHPD,WISDOMTREE PHYSICAL PALLADIUM,WISDOMTREE METAL SECURITIES ,SP,PHPD.L,Alternatives,Global
PHAG,WISDOMTREE PHYSICAL SILVER,WISDOMTREE METAL SECURITIES ,SP,PHAG.L,Alternatives,Global
PHAU,WISDOMTREE PHYSICAL GOLD,WISDOMTREE METAL SECURITIES ,SP,PHAU.L,Alternatives,Global
PHPM,WISDOMTREE PHYSICAL PRECIOUS METALS,WISDOMTREE METAL SECURITIES ,SP,PHPM.L,Alternatives,US
FAIG,WISDOMTREE BROAD COMMODITIES LONGER DATE,WISDOMTREE COMMODITY SECURITIES LTD,SP,FAIG.L,Alternatives,Global
ENEF,WISDOMTREE ENERGY LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,ENEF.L,Alternatives,Global
FIND,WISDOMTREE INDUSTRIAL METALS LONGER DATE,WISDOMTREE COMMODITY SECURITIES LTD,SP,FIND.L,Alternatives,Global
FAGR,WISDOMTREE AGRICULTURE LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,FAGR.L,Alternatives,Global
SALL,WISDOMTREE BROAD COMMODITIES 1X DLY SHRT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SALL.L,Alternatives,Global
SIME,WISDOMTREE INDUSTRIAL METALS 1X DLY SHRT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SIME.L,Alternatives,Global
SCOP,WISDOMTREE COPPER 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SCOP.L,Alternatives,Global
SBUL,WISDOMTREE GOLD 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SBUL.L,Alternatives,Global
SNGA,WISDOMTREE NATURAL GAS 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SNGA.L,Alternatives,Global
SNIK,WISDOMTREE NICKEL 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SNIK.L,Alternatives,Global
SSIL,WISDOMTREE SILVER 1X DAILY SHORT,WISDOMTREE COMMODITY SECURITIES LTD,SP,SSIL.L,Alternatives,Global
LAGR,WISDOMTREE AGRICULTURE 2X DAILY LEVERAGE,WISDOMTREE COMMODITY SECURITIES LTD,SP,LAGR.L,Alternatives,Global
LALU,WISDOMTREE ALUMINIUM 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LALU.L,Alternatives,Global
LCFE,WISDOMTREE COFFEE 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCFE.L,Alternatives,Global
LCOP,WISDOMTREE COPPER 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCOP.L,Alternatives,Global
LCOR,WISDOMTREE CORN 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCOR.L,Alternatives,Global
LBUL,WISDOMTREE GOLD 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LBUL.L,Alternatives,Global
LSIL,WISDOMTREE SILVER 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LSIL.L,Alternatives,Global
LSUG,WISDOMTREE SUGAR 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LSUG.L,Alternatives,Global
LPLA,WISDOMTREE PLATINUM 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LPLA.L,Alternatives,Global
LCOC,WISDOMTREE COCOA 2X DAILY LEVERAGED,WISDOMTREE COMMODITY SECURITIES LTD,SP,LCOC.L,Alternatives,Global
COCO,WISDOMTREE COCOA,WISDOMTREE COMMODITY SECURITIES LTD,SP,COCO.L,Alternatives,Global
LEED,WISDOMTREE LEAD,WISDOMTREE COMMODITY SECURITIES LTD,SP,LEED.L,Alternatives,Global
TINM,WISDOMTREE TIN,WISDOMTREE COMMODITY SECURITIES LTD,SP,TINM.L,Alternatives,Global
FCRU,WISDOMTREE WTI CRUDE OIL LONGER DATED,WISDOMTREE COMMODITY SECURITIES LTD,SP,FCRU.L,Alternatives,Global
LGBP,WISDOMTREE LONG GBP SHORT USD,WISDOMTREE FOREIGN EXCHANGE LIMITED,SP,LGBP.L,Alternatives,UK
